0.293184	7.345025	S-a-n-c-h-e-z, James Madison University, September 25, '04.	Transcription
11.248999	37.604677	Sonia, Gwen said in one of her poems, 'This is the urgency: Live!/ and conduct your blooming in the noise of the whirlwind.' I know because of our long association, that it has not always been easy to be a black poet in the second half of the 20th century, or the first decade of the 21st century.	Transcription, Poem
37.604677	44.579365	Could you talk about that a little bit? How have there been those difficulties?	Transcription
44.579365	66.136088	Well, you know, I think that it's been difficult, you know, all the years that we've been here in this place called America, being writers, or even poets, because you do know that teaching in the English department, they really didn't think that we belonged there, because it is called 'English Department'. However, we did go there, and we did make somewhat of a [inaudible] splash.	Transcription
66.136088	91.226448	But also what you know-- reading early literature, you understood finally, how difficult it was for DuBois, how difficult it was for Phyllis Wheatley, how difficult it was for Delaney and all those people, Zora, to write and to be accepted as writers in this whole interesting thing called writing in America-- what they call the canon, the literary canon.	Transcription
91.226448	106.271405	And quite often we ourselves are not even accepted into that canon, at this stage of the game, after all of these years of really what I call invigorating this thing called American writing. That's what we've done. We have invigorated and stretched it.	Transcription
106.271405	134.401617	When you began to include Black writing, in, in this writing, then it opened up to Native American writers, it opened up to Jewish writers. I mean, within the genre, it opened up to Asian writing, Women's writing, you know, Lesbian Studies, Gay Studies. And what it did is it spread all out and said, simply, you know, here we is, you know, it is not all about European writing.	Transcription
134.401617	159.692576	And that made for such an interesting way of looking at the world, and looking at literature. I mean, you had, you have this very wonderful literature that goes on and says, you've got to look at something called Westward Expansion with a different eye, you know, than saying, by golly, by gee, we were just going out west to expand, no, you also killed a whole lot of people, you know, doing that also, too.	Transcription
159.692576	188.918369	So all that was necessary. So it meant that you had to look at the words of the Native Americans, you know, you had to understand that this was not just them, chanting, going 'Ooga booga booga', like African writing, you know, or going 'Aayayah-wuhwuhwuh' but listen, and we did that we brought that within that arena. And I remember once reading in the Midwest, and a Native American person came up to me and said, ah, sister Sanchez, when you chanted, I heard my people.	Transcription
188.918369	205.629845	And I remember leaning back, I leaned back on my own breath, and felt his breath and knew the connection. Which was so important to us, because at first, you were so interested in bringing just the word of the African American writing, that you didn't always hear other people breathing around you.	Transcription
205.629845	221.353754	But once you were able to firm yourself and look out at the world, at the diaspora, you heard other breaths, you smelled other breaths, you heard other chants, you say, this is the same chant. These are the same words. And these are the same kind of things that are happening.	Transcription
