4.750015	36.87933	<font color="#438d22">In the recent anthology from Harper Collins Press, so if you're interested in a character you can find out a little bit more about it. About her rather. 'Witnessing the vernacular project', Alma said into the microphone, ''The Black Back-ups', by Kate Rushin'. She stepped around the table, a stack of photocopies held lightly in her arm and, smiling now, she divided the pile among several people sitting in the first row of chairs in the small lecture hall, indicating that each should take a copy and pass the rest on.</font>	Transcription, Poem
37.599838	57.106922	<font color="#438d22">Had 'project' sounded a little pretentious, she wondered. She had rejected aspects of the vernacular as conventional beyond bearing. 'Too white boy,' Thelma had called it and 'vernacular element-- elements' had sounded well, too elementary, especially before this audience of literary scholars.</font>	Transcription, Poem
57.106922	75.199675	<font color="#438d22">There had been no cries of outrage when she announced her title of course-- Alma had the grace to laugh at herself-- but, she observed silently, there had been no other reactions either. She resumed her seat behind the table with the other panelists, folded her hands atop it and looked out at the audience, saying nothing. </font>	Transcription, Poem
75.199675	94.253106	<font color="#438d22">It wasn't unheard of for historians to talk about poetry and culture. Though, Alma admitted, they usually did so uninvited by literary scholars, who seemed at this blush anyway to be less territorial than historians-- which Alma was, and apparently better known than she thought-- or philosophers for that matter.</font>	Transcription, Poem
94.46659	120.7251	<font color="#438d22">Still, the invitation to talk about the vernacular, common everyday speech, and Afro-American culture at a national conference on Afro-American poetry had come as a surprise to her. She was a Victorianist by training and Afro-Americanist almost by default. Of course, much of her work on the Diaspora was drawn from unwritten sources, oral tellings, a, a so-called vernacular source.</font>	Transcription, Poem
120.7251	142.980788	<font color="#438d22">Her lips twisted wryly, vernacular was from the Latin word 'vernaculus', meaning 'domestic' according to Webster, its root word 'verna' meant home-born slave. The African sources of her work were not from slaves, their language was not common or every day, though it was spoken and in some cases never written down until she transcribed it.</font>	Transcription, Poem
142.980788	168.22525	<font color="#438d22">Only wealthy Africans or those otherwise renowned were named in the accounts passed on by word-of-mouth and retold and sung in each generation. Oral culture would always come out on the short end of the stick when pitted against written records, Alma thought glumly. It was only a poem because it was written. If it didn't work on the page, it didn't work at all. If it could not be recorded, it didn't exist beyond the moment.</font>	Transcription, Poem
168.22525	192.882631	<font color="#438d22">The only thing, Alma thought again, that had saved negros from extinction was radio and records, which would also be the instrument of our destruction, for hadn't records especially laid bare the very heart of the culture for every enterprising white boy in the world to bleed? 'Negro' was the common everyday speech of America, and any poetry that called itself African American couldn't help but be steeped in it.</font>	Transcription, Poem
192.882631	218.981028	<font color="#438d22">Vernacular in that old sense, was an apt description of New World Africans, those Afro-Brazilians and Afro-Cubans, Afro Americans descended from the kidnapped and enslaved: verna, home-born slave, and thus the continuing binary between slave and master. Seemed to make little difference that they were also descended from the slave owners too, as well as the slave, by culture if not by actual blood.</font>	Transcription, Poem
218.981028	243.264812	<font color="#438d22">Her history, the very intellectual tradition in which she labored, always came back to slavery. And, historian though she was, Alma was tired of slavery. Took too much time in the conversation to review the century-old horrors, but one could not assume that everyone knew them or understood that slavery affected people's lives long after its abolition. Thank goodness this audience would know all that.</font>	Transcription, Poem
243.264812	266.374436	<font color="#438d22">Still, no one in it had yet spoken. Alma looked down at the paper before her. 'Kate Rushin, 'The Black Back-ups'. This is dedicated to Mary Clayton, Cissy Hous--', and was caught as she had been on first reading by Clayton's name hearing that powerful alto bellowing 'got a case of the steam ro-o-o-o-ola'.</font>	Transcription, Poem
266.374436	293.326768	<font color="#438d22">The word drawn out, then the voice fading to silence. 'Tap, tap', a cowbell beaten by a drumstick. 'Three, four', a lone off mic male voice: 'bluuuuues'. Alma tore her eyes away lest she be drawn completely into the world of the poem. Neither project nor element seemed an adequate description of the wild invention and fusion that seemed renewed and expanded at each reading of the poem.</font>	Transcription, Poem
293.326768	314.248182	<font color="#438d22">No, Alma told herself now, 'project' was both mask-on-image and buzzword and she could not help but be pleased with her title. If she let it, the names in the poem would draw her on as they must now be drawing the audience past the dedication into narrative plaint so widely voiced it was now almost formula.</font>	Transcription, Poem
314.248182	336.930838	<font color="#438d22">Bump up against old ironies cast in a new light, half forgotten memories revealed now as rites of passage, phrases playfully turned and twisted, the reader made into part of the chorus-- not the doo-wop girls the white boys rave about but the girls who sang back-up on 'There is Something on Your Mind'. The parody: do do do doo doo, do do do doo doo.</font>	Transcription, Poem
336.930838	362.922493	<font color="#438d22">Yes, Alma told herself. Even nodded a little. There would be plenty of discussion when they finished reading. Smi- smiling slightly, she leaned forward. Thelma had actually thought she was doing Alma a favor when she'd suggested Alma's name for this panel. Thelma wrote about the broad range of Black woman's literature, though in recent years, she had focused her attention on the rich turn-of-the-century period, and the first literary outpourings of the free people.</font>	Transcription, Poem
362.922493	389.074261	<font color="#438d22">Alma had some interest in the period-- had met Thelma at a couple of conferences and been drawn by the sharp womanist analysis the sister brought to every discussion. Alma had temporized about the invitation. She read some poetry of course, and fiction, but to talk about either one to an audience of people who talked and wrote about them for a living, held no appeal to her. She would check her schedule, she told the voice on the phone, get back to them.</font>	Transcription, Poem
389.074261	414.15861	<font color="#438d22">She called Thelma. 'Just talk about what you know', Thelma said. Non-literary sources of cultural documentation and occupa- and academic scholarship sounded dull as dust at a poetry conference, Alma objected. 'Then just do a conventional history. After all, history is your thing', outlining uses of the vernacular and literary poetry, a development with which Alma was at least somewhat familiar.</font>	Transcription, Poem
414.15861	439.082846	<font color="#438d22">Identifying vernacular idioms and literate sources was a way of documenting traditionalist sentiment otherwise unrecorded among pre-literate peoples. And Alma had began her research with Lucy Terry Prince: 'Eunice Allen see the Indians coming,/ And hope to save herself by running,// And had not her petticoats stopped her/, The awful creatures had not catched her,/ and Tommy hawked her on the ground for dead'.</font>	Transcription, Poem
439.082846	463.740227	<font color="#438d22">Alma's lips quirked at the grim humour of the remembered lines, though it taken a graduate student to make her see that humor in the rough rhythms of Terry's lines. Her notes highlighted Paul Laurence Dunbar's contributions 'in removing', as his contemporary James Weldon Johnson had said, 'much of the coarse negro-ness' from the so-called 'negro dialect' coined by whites at the turn of the century. </font>	Transcription, Poem
463.740227	482.473432	<font color="#438d22">And she contrasted him with his contemporary James Weldon Johnson, who had taken the process even further, preparing a field for the authentic dictions of Langston Hughes and Sterling Brown. And so on, and so forth.</font>	Transcription, Poem
482.473432	509.799361	<font color="#438d22">Even now, Alma was a little saddened by the musical about Paul Laurence Dunbar and James Weldon Johnson's: the time that each of these had spent on Broadway that had never been written, would probably never be, at least in her lifetime, written. Nor would the tragedy of split literary persona-- of their split, of the split literary persona, that neither they nor their lineal descendant Sterling Brown had ever overcome.</font>	Transcription, Poem
